Summary,Issue key,Issue id,Issue Type,Status,Project key,Project lead,Project lead id,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Created,Updated,Last Viewed,Resolved,Affects versions,Affects versions,Affects versions,Fix versions,Components,Components,Description,Custom field (Development),Custom field (Email enabled),Comment,,Status Category,Status Category Changed
Site Info: Parent site has no sub site link,SAK-49359,66883,Bug,Open,SAK,Core Team,6164d8abc7bea400699b1b9e,Major,,,,Andrea Schmidt,557058:093e0ced-45f4-4932-853a-c54031e22f52,10/11/2023 19:56,5/28/2024 13:18,8/8/2024 1:36,,23.1,25.0 [Tentative],,,Site Info,,"This is working correctly in 22x. In 24 and 23, when setting the parent course, there is no sub site link and both courses continue to display in the navigation. Possibly this is why the issue with breadcrumbs in [https://sakaiproject.atlassian.net/browse/SAK-49165|https://sakaiproject.atlassian.net/browse/SAK-49165|smart-link] exists?

See [https://trunk-maria.nightly.sakaiproject.org/portal/help/TOCDisplay/content.hlp?docId=howdoilinktoaparentsite|https://trunk-maria.nightly.sakaiproject.org/portal/help/TOCDisplay/content.hlp?docId=howdoilinktoaparentsite|smart-link] 

There were some lines in the server logs:

Site 101: b506ef27-d490-418b-bad3-81d434a1f1ed
Site 201: da5fa074-a419-4876-8db8-202fd1aaff85

{noformat}11-Oct-2023 19:18:17.932 INFO [http-nio-20313-exec-24] o.s.c.s.s.SectionManagerImpl.syncSections Synchronizing internal sections with externally defined sections in site da5fa074-a419-4876-8db8-202fd1aaff85

11-Oct-2023 19:18:18.018 INFO [http-nio-20313-exec-24] o.s.c.s.s.SectionManagerImpl.syncSections Synchronizing internal sections with externally defined sections in site da5fa074-a419-4876-8db8-202fd1aaff85

11-Oct-2023 19:18:18.169 INFO [http-nio-20313-exec-24] o.s.c.s.s.SectionManagerImpl.syncSections Synchronizing internal sections with externally defined sections in site da5fa074-a419-4876-8db8-202fd1aaff85

11-Oct-2023 19:18:18.239 INFO [http-nio-20313-exec-24] o.s.c.s.s.SectionManagerImpl.syncSections Synchronizing internal sections with externally defined sections in site da5fa074-a419-4876-8db8-202fd1aaff85
{noformat}",{},,16/Oct/23 1:11 PM;557058:38ecdcf2-1531-4ba3-967f-08694ec3676d;This seems to be a duplicate of [https://sakaiproject.atlassian.net/browse/SAK-49165|https://sakaiproject.atlassian.net/browse/SAK-49165|smart-link]. One or the other Jira should likely be resolved as such.,,To Do,10/11/2023 19:56
When editing Preferences locks are not being cleared,SAK-49358,66882,Bug,Closed,SAK,Core Team,6164d8abc7bea400699b1b9e,Major,Fixed,Earle Nietzel,557058:d4bf1967-6188-4b29-bf4a-95cf874b4a08,Earle Nietzel,557058:d4bf1967-6188-4b29-bf4a-95cf874b4a08,10/11/2023 10:47,2/23/2024 21:24,8/8/2024 1:36,10/13/2023 9:40,25.0 [Tentative],,,,Preferences,,"Warnings about duplicate locks are appearing in the logs for Preferemces.

{noformat}01-Oct-2023 09:28:43.148 WARN [http-nio-20313-exec-18] o.s.d.i.BasicSqlService.dbWriteCount Sql.dbWrite(): recordAlreadyExists: true, failQuiet: 1, : error code: 1062, sql: insert into SAKAI_LOCKS (TABLE_NAME,RECORD_ID,LOCK_TIME,USAGE_SESSION_ID) values (?, ?, ?, ?), binds:  SAKAI_PREFERENCES -541706085 - 23058466-078f-46ea-a7ce-b2ab167766c5 20231001132843126 dcfaa64f-ae89-42a7-a462-bd3eeeacee4d, error: java.sql.SQLIntegrityConstraintViolationException: (conn=69459) Duplicate entry 'SAKAI_PREFERENCES--541706085 - 23058466-078f-46ea-a7ce-b2ab16...' for key 'SAKAI_LOCKS_INDEX'
01-Oct-2023 09:28:43.148 WARN [http-nio-20313-exec-2] o.s.d.i.BasicSqlService.dbWriteCount Sql.dbWrite(): recordAlreadyExists: true, failQuiet: 1, : error code: 1062, sql: insert into SAKAI_LOCKS (TABLE_NAME,RECORD_ID,LOCK_TIME,USAGE_SESSION_ID) values (?, ?, ?, ?), binds:  SAKAI_PREFERENCES -541706085 - 23058466-078f-46ea-a7ce-b2ab167766c5 20231001132843126 dcfaa64f-ae89-42a7-a462-bd3eeeacee4d, error: java.sql.SQLIntegrityConstraintViolationException: (conn=69467) Duplicate entry 'SAKAI_PREFERENCES--541706085 - 23058466-078f-46ea-a7ce-b2ab16...' for key 'SAKAI_LOCKS_INDEX'{noformat}

This indicates that the locks are not being cleared on the previous edit for preferences.

It’s not clear which action has not been clearing the locks, so in this issue we go through all the locations preferences are being edited and ensure that the edit is either canceled on an exception or that it is committed in finally. ","{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2023-10-13T09:40:12.000-0400"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,"11/Oct/23 10:56 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;A pull request has been created, ""SAK-49358 Preferences improved handling of edits"", you can see it at https://github.com/sakaiproject/sakai/pull/11987",,Done,10/13/2023 9:40
"Gradebook > Grade Release Rules > Points: Highlight color of preview needs to be adjusted, dark mode is unreadable",SAK-49357,66881,Bug,Closed,SAK,Core Team,6164d8abc7bea400699b1b9e,Major,Fixed,kunaljaykam,5e414059ab90210c8de05bf0,Andrea Schmidt,557058:093e0ced-45f4-4932-853a-c54031e22f52,10/10/2023 17:38,11/4/2023 9:15,8/8/2024 1:36,10/20/2023 9:06,23.1,25.0 [Tentative],,,Gradebook,,"When going to Gradebook > Settings > Grade Release Rules and checking the Points checkbox, a Preview is shown with a bright blue background. This makes it hard to see the text and it is much worse when using dark mode.","{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2023-10-20T09:06:05.000-0400"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,"20/Oct/23 3:38 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;A pull request has been created, ""SAK-49357 Gradebook > Grade Release Rules > Points: Highlight color of preview needs to be adjusted, dark mode is unreadable."", you can see it at https://github.com/sakaiproject/sakai/pull/12020",,Done,10/20/2023 9:06
Update Apache Tomcat  9.0.81,SAK-49356,66880,Bug,Closed,SAK,Core Team,6164d8abc7bea400699b1b9e,Major,Fixed,Core Team,6164d8abc7bea400699b1b9e,David Horwitz,557058:e67144fb-5a8e-4eca-b536-d02ecff9f6cc,10/10/2023 7:41,7/25/2024 23:39,8/8/2024 1:36,10/10/2023 9:16,,,,,Master,,"h3. Tomcat 9.0.81 Released

The Apache Tomcat Project is proud to announce the release of version 9.0.81 of Apache Tomcat. This release implements specifications that are part of the Java EE 8 platform. The notable changes compared to 9.0.81 include:

* Update Tomcat Native to 1.2.39 to pick up Windows binaries built with OpenSSL 3.0.11.
* Provide a lifecycle listener that will automatically reload TLS configurations a set time before the certificate is due to expire. This is intended to be used with third-party tools that regularly renew TLS certificates.
* Improve performance of EL expressions in JSPs that use implicit objects.
* Several improvements to thread safety and recycling cleanup.

Full details of these changes, and all the other changes, are available in the [Tomcat 9 changelog|https://tomcat.apache.org/tomcat-9.0-doc/changelog.html#Tomcat_9.0.81_(remm)]","{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2023-10-10T09:15:55.000-0400"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,"10/Oct/23 7:46 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;A pull request has been created, ""SAK-49356 Update Apache Tomcat 9.0.81"", you can see it at https://github.com/sakaiproject/sakai/pull/11982",,Done,10/10/2023 9:16
Samigo: Export pool and clicking Cancel displays a console error - SPNR is not defined,SAK-49354,66878,Bug,Verified,SAK,Core Team,6164d8abc7bea400699b1b9e,Major,Fixed,Jesus Maria Mendez Perez,557058:41fcbac4-a91a-45ed-b774-07f473189e6d,Andrea Schmidt,557058:093e0ced-45f4-4932-853a-c54031e22f52,10/9/2023 19:03,5/20/2024 11:42,8/8/2024 1:36,10/10/2023 3:06,25.0 [Tentative],,,,Tests & Quizzes (Samigo),,"The ability to export a Question Pool is now on trunk, thanks to [https://sakaiproject.atlassian.net/browse/S2U-25|https://sakaiproject.atlassian.net/browse/S2U-25|smart-link]. However, there is a console error when clicking Cancel on the export page.

{noformat}editPool:1156  Uncaught ReferenceError: SPNR is not defined
    at HTMLInputElement.onclick (/portal/site/4e9030ef-43a3-42cf-be8a-bb64c125a592/tool/a16f12f1-ac36-436d-97c8-2068960d75e1/jsf/questionpool/editPool:1156:277){noformat}","{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2023-10-10T03:06:44.000-0400"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,"10/Oct/23 1:28 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;A pull request has been created, ""S2U-25 5.1.1.21 Test & Quizzes: Question pools export"", you can see it at https://github.com/sakaiproject/sakai/pull/11978",,Done,10/10/2023 3:06
No ability to delete files from drop box,SAK-49353,66877,Bug,Resolved,SAK,Core Team,6164d8abc7bea400699b1b9e,Minor,Non-Issue,,,Natalie Markward,638e464177acd224b3426ec2,10/9/2023 16:13,2/26/2024 17:34,8/8/2024 1:36,10/18/2023 7:45,,,,,Drop box,,"Somehow organizers in project sites do not have permission to delete files from dropbox, once files are distributed, which is inconvenient if a file is accidentally uploaded that is not the correct one.



This feature is available in the regular sites, just not project sites.  Our instructors and staff love using project sites.



!image-20231009-201255.png|width=1621,height=481!",{},,"17/Oct/23 8:40 AM;70121:edd71bdf-212f-4544-92f7-2fc8fb688af3;[~accountid:638e464177acd224b3426ec2] what version of Sakai were you seeing this with? 

In my quick testing on Trunk, I saw that the student / access role does not have the ability to remove a file that the maintain role uploaded, but the maintain role has the abililty to remove all files. I think not allowing a student to remove a file the instructor posted to their dropbox is probably a desired behavior.  ",,Done,10/18/2023 7:45
Assignments: New event for student saving peer review,SAK-49352,66876,Improvement,Resolved,SAK,Core Team,6164d8abc7bea400699b1b9e,Critical,Fixed,Christopher Maurer,557058:f183efde-ef00-4827-965a-da4282efb37b,Christina Schwiebert,70121:edd71bdf-212f-4544-92f7-2fc8fb688af3,10/9/2023 8:52,2/12/2024 16:07,8/8/2024 1:36,2/12/2024 16:07,21.6 [Tentative],22.4,23.1,,Assignments,,"I noticed this when reviewing event logs for a student where there was a peer assessment. There did not appear to be an event for the student saving a peer assessment. There was the asn.read.submission when the student viewed their assigned peer review. There was a content.new event if they uploaded a file for feedback. But there was not an event that was clear when they saved the peer review.

I propose two events - asn.save.peer and asn.submit.peer (or whichever codes work best, I was trying to follow the existing asn.save.submission and asn.submit.submission).

asn.save.peer - Student clicks the Save button on the peer assessment

asn.submit.peer - Student clicks the Submit button on the peer assessment","{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2024-02-12T16:07:52.000-0500"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,01/Nov/23 12:07 PM;557058:89b0bd66-0f67-42a4-b388-c7dbb7ceaa2d;T&L/UX discussed this issue on 11/1/2023 and we agree that these new events make a lot of sense and would be useful for instructors/admins.,,Done,2/12/2024 16:07
Discussion: acessing some tabs directly while not not logged in results in MissingResourceException,SAK-49351,66875,Bug,Closed,SAK,Core Team,6164d8abc7bea400699b1b9e,Major,Fixed,,,Julian Janetschek,6164fa61bfa2c1006b190f6e,10/9/2023 7:29,10/31/2023 19:29,8/8/2024 1:36,10/13/2023 11:32,20.6,21.5,22.4,25.0 [Tentative],Forums Tool,,"Steps to reproduce:

* get link for Notifications (dfWatchSettings) or Template Settings (dfTemplateSettings) Tab in Discussion tool: e.g. https://trunk-maria.nightly.sakaiproject.org/portal/site/VUXM_112S_1480/tool/4c37cfa9-ccfe-4c08-87c6-e26888c14541/discussionForum/area/dfTemplateSettings
* Log out and access link.
* After giving the credentials the page appears with missing key exceptions (see attachment)","{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2023-10-13T11:32:53.000-0400"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,"09/Oct/23 1:58 PM;6164e46e071a720071a68b97;{noformat}<jsp:useBean id=""msgs"" class=""org.sakaiproject.util.ResourceLoader"" scope=""session"">
   <jsp:setProperty name=""msgs"" property=""baseName"" value=""org.sakaiproject.api.app.messageforums.bundle.Messages""/>
</jsp:useBean>{noformat}

“value” is wrong and must be replaced with the following in dfWatchSettings.jsp, dfTemplateSettings.jsp, dfTemplateOrganize.jsp, pvtMsgFolderRevice.jsp 

{noformat}<jsp:useBean id=""msgs"" class=""org.sakaiproject.util.ResourceLoader"" scope=""session"">
   <jsp:setProperty name=""msgs"" property=""baseName"" value=""org.sakaiproject.api.app.messagecenter.bundle.Messages""/>
</jsp:useBean>{noformat}",,Done,10/13/2023 11:32
Roster: Parsing a potentially infinite object to JSON,SAK-49350,66874,Bug,Closed,SAK,Core Team,6164d8abc7bea400699b1b9e,Critical,Fixed,Adrian Fish,557058:5489bdf1-0dcd-4429-8030-f007c405dfd0,Jesus Maria Mendez Perez,557058:41fcbac4-a91a-45ed-b774-07f473189e6d,10/9/2023 5:06,11/30/2023 17:44,8/8/2024 1:36,10/17/2023 4:00,22.4,23.1,25.0 [Tentative],25.0 [Tentative],Roster,,"A USER which has an attribute createBy or modifiedBy that is not a String (with the ID of the user) is another USER object that in turn... and so on to infinity... 

It will be throwing the JPA object directly to parse to JSON... and of course as in JPA that is lazy... if you don't ask for the createBy property it will NEVER create that second user... But when parsing to JSON the parser does look for ALL THE PROPERTIES...

It is possible that ROSTER does not use the createdBy or the modifiedBy of the user for anything, but it spends hours of CPU in mapping recursively to JSON.

!image-20231009-090734.png|width=938,height=999!","{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2023-10-17T04:00:05.000-0400"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,"16/Oct/23 7:32 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;A pull request has been created, ""SAK-49350 roster. Remove User object from serialised JSON"", you can see it at https://github.com/sakaiproject/sakai/pull/12000",,Done,10/17/2023 4:00
Samigo: Console errors on Event Logs page if there are no quizzes available,SAK-49349,66873,Bug,Verified,SAK,Core Team,6164d8abc7bea400699b1b9e,Major,Fixed,kunaljaykam,5e414059ab90210c8de05bf0,Andrea Schmidt,557058:093e0ced-45f4-4932-853a-c54031e22f52,10/8/2023 10:40,10/15/2023 10:18,8/8/2024 1:36,10/13/2023 11:27,25.0 [Tentative],,,,Tests & Quizzes (Samigo),,"If there are no quizzes available to display on the Event Logs page, loading the page displays a console error. Currently this is not an issue on 23 & 22. Believe this is  side affect of [https://sakaiproject.atlassian.net/browse/S2U-24|https://sakaiproject.atlassian.net/browse/S2U-24|smart-link] 

{noformat}dataTables.js:24  Table with id eventLogId:eventLogTable not found
setupDataTable @ dataTables.js:24
(anonymous) @ mainIndex:145
i @ jquery.js:3232
fireWith @ jquery.js:3362
ready @ jquery.js:3582
K @ jquery.js:3617{noformat}","{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2023-10-13T11:26:55.000-0400"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,"13/Oct/23 9:02 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;A pull request has been created, ""SAK-49349 Samigo: Console errors on Event Logs page if there are no quizzes available"", you can see it at https://github.com/sakaiproject/sakai/pull/11996",,Done,10/13/2023 11:27
